symbol,interval,open_time_ms,open_time_iso,open,high,low,close,volume,close_time_ms,close_time_iso,quote_asset_volume,number_of_trades,taker_buy_base_volume,taker_buy_quote_volume
ADI,5m,1729067700000,2024-10-16T08:35:00+00:00,225.87,225.87,225.87,225.87,251,1729067999999,2024-10-16T08:39:59.999000+00:00,,5,,
ADI,5m,1729081500000,2024-10-16T12:25:00+00:00,227.36,227.36,227.36,227.36,381,1729081799999,2024-10-16T12:29:59.999000+00:00,,12,,
ADI,5m,1729081800000,2024-10-16T12:30:00+00:00,228.31,228.31,228.31,228.31,226,1729082099999,2024-10-16T12:34:59.999000+00:00,,8,,
ADI,5m,1729082400000,2024-10-16T12:40:00+00:00,228.3,228.3,228.3,228.3,179,1729082699999,2024-10-16T12:44:59.999000+00:00,,5,,
ADI,5m,1729083600000,2024-10-16T13:00:00+00:00,228.31,228.31,228.31,228.31,355,1729083899999,2024-10-16T13:04:59.999000+00:00,,13,,
ADI,5m,1729085400000,2024-10-16T13:30:00+00:00,228.85,229.15,226.35,226.81,41515,1729085699999,2024-10-16T13:34:59.999000+00:00,,623,,
ADI,5m,1729085700000,2024-10-16T13:35:00+00:00,226.62,227.26,225.96,226.775,16959,1729085999999,2024-10-16T13:39:59.999000+00:00,,542,,
ADI,5m,1729086000000,2024-10-16T13:40:00+00:00,226.92,227.84,226.92,227.71,19168,1729086299999,2024-10-16T13:44:59.999000+00:00,,597,,
ADI,5m,1729086300000,2024-10-16T13:45:00+00:00,227.63,227.69,226.72,226.79,27906,1729086599999,2024-10-16T13:49:59.999000+00:00,,1007,,
ADI,5m,1729086600000,2024-10-16T13:50:00+00:00,226.9,227.28,226.59,227.28,20266,1729086899999,2024-10-16T13:54:59.999000+00:00,,680,,
ADI,5m,1729086900000,2024-10-16T13:55:00+00:00,227.32,227.57,226.93,227.57,12007,1729087199999,2024-10-16T13:59:59.999000+00:00,,389,,
ADI,5m,1729087200000,2024-10-16T14:00:00+00:00,227.4,228.075,227.05,228.075,17470,1729087499999,2024-10-16T14:04:59.999000+00:00,,559,,
ADI,5m,1729087500000,2024-10-16T14:05:00+00:00,228.07,228.735,227.76,228.73,12383,1729087799999,2024-10-16T14:09:59.999000+00:00,,577,,
ADI,5m,1729087800000,2024-10-16T14:10:00+00:00,228.835,229.53,228.61,229.245,12597,1729088099999,2024-10-16T14:14:59.999000+00:00,,531,,
ADI,5m,1729088100000,2024-10-16T14:15:00+00:00,229.32,229.8299,229.03,229.27,12820,1729088399999,2024-10-16T14:19:59.999000+00:00,,523,,
ADI,5m,1729088400000,2024-10-16T14:20:00+00:00,229.4,230.21,229.4,230.11,11711,1729088699999,2024-10-16T14:24:59.999000+00:00,,531,,
ADI,5m,1729088700000,2024-10-16T14:25:00+00:00,230.2,230.34,229.735,229.865,8283,1729088999999,2024-10-16T14:29:59.999000+00:00,,351,,
ADI,5m,1729089000000,2024-10-16T14:30:00+00:00,229.81,229.93,229,229.125,13844,1729089299999,2024-10-16T14:34:59.999000+00:00,,485,,
ADI,5m,1729089300000,2024-10-16T14:35:00+00:00,229,229.4,228.77,228.88,12328,1729089599999,2024-10-16T14:39:59.999000+00:00,,468,,
ADI,5m,1729089600000,2024-10-16T14:40:00+00:00,228.93,229.35,228.66,229.1,23164,1729089899999,2024-10-16T14:44:59.999000+00:00,,766,,
ADI,5m,1729089900000,2024-10-16T14:45:00+00:00,229.105,229.42,228.88,229.2,18022,1729090199999,2024-10-16T14:49:59.999000+00:00,,611,,
ADI,5m,1729090200000,2024-10-16T14:50:00+00:00,229.205,229.7,229.1,229.23,9947,1729090499999,2024-10-16T14:54:59.999000+00:00,,384,,
ADI,5m,1729090500000,2024-10-16T14:55:00+00:00,229.28,229.28,228.52,228.52,11197,1729090799999,2024-10-16T14:59:59.999000+00:00,,379,,
ADI,5m,1729090800000,2024-10-16T15:00:00+00:00,228.52,228.56,228.27,228.4692,15184,1729091099999,2024-10-16T15:04:59.999000+00:00,,465,,
ADI,5m,1729091100000,2024-10-16T15:05:00+00:00,228.42,228.77,228.185,228.77,7530,1729091399999,2024-10-16T15:09:59.999000+00:00,,409,,
ADI,5m,1729091400000,2024-10-16T15:10:00+00:00,228.79,229.29,228.665,228.86,10029,1729091699999,2024-10-16T15:14:59.999000+00:00,,389,,
ADI,5m,1729091700000,2024-10-16T15:15:00+00:00,228.91,228.94,228.69,228.76,8528,1729091999999,2024-10-16T15:19:59.999000+00:00,,322,,
ADI,5m,1729092000000,2024-10-16T15:20:00+00:00,228.86,229.06,228.51,228.74,10087,1729092299999,2024-10-16T15:24:59.999000+00:00,,376,,
ADI,5m,1729092300000,2024-10-16T15:25:00+00:00,228.615,229.07,228.615,229.07,16592,1729092599999,2024-10-16T15:29:59.999000+00:00,,452,,
ADI,5m,1729092600000,2024-10-16T15:30:00+00:00,228.9725,229.09,228.59,228.69,11692,1729092899999,2024-10-16T15:34:59.999000+00:00,,354,,
ADI,5m,1729092900000,2024-10-16T15:35:00+00:00,228.74,229.175,228.4,228.865,13144,1729093199999,2024-10-16T15:39:59.999000+00:00,,457,,
ADI,5m,1729093200000,2024-10-16T15:40:00+00:00,228.67,229.16,228.67,229.11,8926,1729093499999,2024-10-16T15:44:59.999000+00:00,,331,,
ADI,5m,1729093500000,2024-10-16T15:45:00+00:00,228.83,228.92,228.2568,228.475,24333,1729093799999,2024-10-16T15:49:59.999000+00:00,,759,,
ADI,5m,1729093800000,2024-10-16T15:50:00+00:00,228.43,228.49,227.92,227.9699,9588,1729094099999,2024-10-16T15:54:59.999000+00:00,,286,,
ADI,5m,1729094100000,2024-10-16T15:55:00+00:00,228.01,228.1931,227.69,227.69,11959,1729094399999,2024-10-16T15:59:59.999000+00:00,,380,,
ADI,5m,1729094400000,2024-10-16T16:00:00+00:00,227.82,228.01,227.81,227.99,9604,1729094699999,2024-10-16T16:04:59.999000+00:00,,341,,
ADI,5m,1729094700000,2024-10-16T16:05:00+00:00,227.935,228.0775,227.66,227.78,9450,1729094999999,2024-10-16T16:09:59.999000+00:00,,389,,
ADI,5m,1729095000000,2024-10-16T16:10:00+00:00,227.74,227.8468,227.5662,227.645,13643,1729095299999,2024-10-16T16:14:59.999000+00:00,,395,,
ADI,5m,1729095300000,2024-10-16T16:15:00+00:00,227.7,227.84,227.68,227.715,4188,1729095599999,2024-10-16T16:19:59.999000+00:00,,159,,
ADI,5m,1729095600000,2024-10-16T16:20:00+00:00,227.705,228.38,227.61,228.15,28892,1729095899999,2024-10-16T16:24:59.999000+00:00,,689,,
ADI,5m,1729095900000,2024-10-16T16:25:00+00:00,228.15,228.36,228.05,228.095,7257,1729096199999,2024-10-16T16:29:59.999000+00:00,,206,,
ADI,5m,1729096200000,2024-10-16T16:30:00+00:00,228.22,228.235,227.96,228.04,3380,1729096499999,2024-10-16T16:34:59.999000+00:00,,160,,
ADI,5m,1729096500000,2024-10-16T16:35:00+00:00,227.98,228.1,227.9122,228.1,5808,1729096799999,2024-10-16T16:39:59.999000+00:00,,297,,
ADI,5m,1729096800000,2024-10-16T16:40:00+00:00,228.19,228.19,227.93,227.96,5519,1729097099999,2024-10-16T16:44:59.999000+00:00,,264,,
ADI,5m,1729097100000,2024-10-16T16:45:00+00:00,228.0877,228.0877,227.71,227.745,3938,1729097399999,2024-10-16T16:49:59.999000+00:00,,211,,
ADI,5m,1729097400000,2024-10-16T16:50:00+00:00,227.74,228,227.68,227.83,6461,1729097699999,2024-10-16T16:54:59.999000+00:00,,315,,
ADI,5m,1729097700000,2024-10-16T16:55:00+00:00,227.8,228.3,227.8,228.09,10308,1729097999999,2024-10-16T16:59:59.999000+00:00,,414,,
ADI,5m,1729098000000,2024-10-16T17:00:00+00:00,228.24,228.33,228.03,228.18,8482,1729098299999,2024-10-16T17:04:59.999000+00:00,,367,,
ADI,5m,1729098300000,2024-10-16T17:05:00+00:00,228.26,228.28,227.9,227.93,9685,1729098599999,2024-10-16T17:09:59.999000+00:00,,315,,
ADI,5m,1729098600000,2024-10-16T17:10:00+00:00,227.98,227.98,227.74,227.8,5482,1729098899999,2024-10-16T17:14:59.999000+00:00,,230,,
ADI,5m,1729098900000,2024-10-16T17:15:00+00:00,227.795,227.96,227.5,227.5,18893,1729099199999,2024-10-16T17:19:59.999000+00:00,,525,,
ADI,5m,1729099200000,2024-10-16T17:20:00+00:00,227.56,227.78,227.46,227.74,9479,1729099499999,2024-10-16T17:24:59.999000+00:00,,368,,
ADI,5m,1729099500000,2024-10-16T17:25:00+00:00,227.785,228.13,227.785,227.89,8547,1729099799999,2024-10-16T17:29:59.999000+00:00,,383,,
ADI,5m,1729099800000,2024-10-16T17:30:00+00:00,228.09,228.36,228.02,228.36,4317,1729100099999,2024-10-16T17:34:59.999000+00:00,,227,,
ADI,5m,1729100100000,2024-10-16T17:35:00+00:00,228.38,228.61,228.25,228.465,10716,1729100399999,2024-10-16T17:39:59.999000+00:00,,341,,
ADI,5m,1729100400000,2024-10-16T17:40:00+00:00,228.45,228.649,228.255,228.649,9111,1729100699999,2024-10-16T17:44:59.999000+00:00,,285,,
ADI,5m,1729100700000,2024-10-16T17:45:00+00:00,228.61,228.81,228.42,228.6,8157,1729100999999,2024-10-16T17:49:59.999000+00:00,,316,,
ADI,5m,1729101000000,2024-10-16T17:50:00+00:00,228.525,228.64,228.34,228.38,7411,1729101299999,2024-10-16T17:54:59.999000+00:00,,247,,
ADI,5m,1729101300000,2024-10-16T17:55:00+00:00,228.385,228.48,228.24,228.48,6937,1729101599999,2024-10-16T17:59:59.999000+00:00,,257,,
ADI,5m,1729101600000,2024-10-16T18:00:00+00:00,228.499,228.59,228.27,228.59,8418,1729101899999,2024-10-16T18:04:59.999000+00:00,,325,,
ADI,5m,1729101900000,2024-10-16T18:05:00+00:00,228.62,228.666,228.18,228.43,10444,1729102199999,2024-10-16T18:09:59.999000+00:00,,479,,
ADI,5m,1729102200000,2024-10-16T18:10:00+00:00,228.415,228.54,228.3455,228.351,6807,1729102499999,2024-10-16T18:14:59.999000+00:00,,248,,
ADI,5m,1729102500000,2024-10-16T18:15:00+00:00,228.42,228.42,228.26,228.36,6342,1729102799999,2024-10-16T18:19:59.999000+00:00,,237,,
ADI,5m,1729102800000,2024-10-16T18:20:00+00:00,228.46,229.04,228.405,228.92,15507,1729103099999,2024-10-16T18:24:59.999000+00:00,,653,,
ADI,5m,1729103100000,2024-10-16T18:25:00+00:00,228.9073,228.9073,228.38,228.3862,7978,1729103399999,2024-10-16T18:29:59.999000+00:00,,272,,
ADI,5m,1729103400000,2024-10-16T18:30:00+00:00,228.37,228.42,228.06,228.175,7812,1729103699999,2024-10-16T18:34:59.999000+00:00,,290,,
ADI,5m,1729103700000,2024-10-16T18:35:00+00:00,228.29,228.375,228.13,228.19,7592,1729103999999,2024-10-16T18:39:59.999000+00:00,,344,,
ADI,5m,1729104000000,2024-10-16T18:40:00+00:00,228.2,228.2,227.8,227.84,15723,1729104299999,2024-10-16T18:44:59.999000+00:00,,544,,
